driver,team,track,location,date,compound,fresh_tyre,stint_num,laps_in_stint,tire_life,avg_lap_time_first_3,avg_lap_time_last_3,lap_time_diff_first_last,temp_C,humidity_%,pressure_hPa,rainfall_mm,wind_speed_kmh,wind_direction_deg,starting_position,laps_remaining_when_stint_started,tire_age_at_start,track_status_flag_rate,nearby_pit_count,prior_pit_count
ALB,Williams,United States Grand Prix,Austin,2023-10-22,HARD,True,2.0,17,10.0,103.241,103.02633333333334,-0.214666666666659,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,15.0,44.0,2.0,1.0,0,0
ALB,Williams,United States Grand Prix,Austin,2023-10-22,MEDIUM,False,3.0,26,10.0,102.10066666666667,102.85133333333333,0.7506666666666604,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,15.0,25.0,8.0,1.0,0,0
SAR,Williams,United States Grand Prix,Austin,2023-10-22,HARD,True,2.0,19,7.0,102.99166666666667,103.20866666666666,0.21699999999998454,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,17.0,43.0,2.0,1.0,0,0
SAR,Williams,United States Grand Prix,Austin,2023-10-22,MEDIUM,True,3.0,23,3.0,101.46966666666667,102.27499999999999,0.8053333333333228,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,16.0,22.0,2.0,1.0,0,0
HUL,Haas F1 Team,United States Grand Prix,Austin,2023-10-22,HARD,True,1.0,17,8.0,105.26400000000001,103.45866666666666,-1.8053333333333512,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,19.0,54.0,2.0,1.0,0,0
HUL,Haas F1 Team,United States Grand Prix,Austin,2023-10-22,MEDIUM,True,2.0,13,4.0,102.252,102.42433333333332,0.17233333333332723,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,18.0,35.0,2.0,1.0,0,0
HUL,Haas F1 Team,United States Grand Prix,Austin,2023-10-22,MEDIUM,False,3.0,21,5.0,101.21566666666666,102.67566666666669,1.4600000000000222,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,15.0,20.0,8.0,1.0,0,0
BOT,Alfa Romeo,United States Grand Prix,Austin,2023-10-22,HARD,True,2.0,16,3.0,103.11200000000001,103.53000000000002,0.41800000000000637,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,16.0,44.0,2.0,1.0,0,0
BOT,Alfa Romeo,United States Grand Prix,Austin,2023-10-22,HARD,True,3.0,27,3.0,102.32266666666668,102.86200000000001,0.5393333333333317,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,16.0,26.0,2.0,1.0,0,0
ZHO,Alfa Romeo,United States Grand Prix,Austin,2023-10-22,HARD,True,2.0,16,11.0,103.05233333333335,104.20233333333333,1.1499999999999773,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,15.0,45.0,2.0,1.0,0,0
ZHO,Alfa Romeo,United States Grand Prix,Austin,2023-10-22,HARD,True,3.0,27,5.0,102.94466666666666,103.60466666666666,0.6599999999999966,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,18.0,27.0,2.0,1.0,0,0
MAG,Haas F1 Team,United States Grand Prix,Austin,2023-10-22,MEDIUM,True,1.0,8,6.0,105.15666666666665,103.93133333333333,-1.2253333333333245,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,16.0,54.0,2.0,1.0,0,0
MAG,Haas F1 Team,United States Grand Prix,Austin,2023-10-22,HARD,True,2.0,17,9.0,104.07600000000001,103.86566666666666,-0.21033333333335236,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,17.0,44.0,2.0,1.0,0,0
MAG,Haas F1 Team,United States Grand Prix,Austin,2023-10-22,MEDIUM,True,3.0,25,5.0,102.33666666666666,104.54866666666665,2.211999999999989,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,18.0,25.0,2.0,1.0,0,0
RIC,AlphaTauri,United States Grand Prix,Austin,2023-10-22,MEDIUM,True,1.0,20,6.0,104.992,104.38366666666667,-0.6083333333333343,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,13.0,54.0,2.0,1.0,0,0
RIC,AlphaTauri,United States Grand Prix,Austin,2023-10-22,HARD,True,2.0,23,3.0,103.21633333333334,103.90333333333335,0.6870000000000118,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,15.0,32.0,2.0,1.0,0,0
RIC,AlphaTauri,United States Grand Prix,Austin,2023-10-22,SOFT,True,3.0,7,3.0,100.07533333333333,101.822,1.7466666666666697,29.96011904761904,41.910714285714285,993.7309523809524,0.0,3.314285714285714,107.89285714285714,18.0,7.0,2.0,1.0,0,0
VER,Red Bull Racing,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,16,9.0,83.71333333333332,83.71866666666666,0.005333333333339851,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,1.0,69.0,2.0,1.0,0,0
VER,Red Bull Racing,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,2.0,12,3.0,82.682,83.18133333333333,0.4993333333333254,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,7.0,50.0,2.0,1.0,0,0
VER,Red Bull Racing,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,4.0,35,8.0,82.23833333333333,82.56233333333333,0.32399999999999807,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,1.0,34.0,4.0,1.0,0,0
GAS,Alpine,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,25,6.0,84.83200000000001,84.99000000000001,0.15800000000000125,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,9.0,69.0,2.0,1.0,0,0
GAS,Alpine,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,36,9.0,100.28500000000001,83.32166666666666,-16.963333333333352,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,12.0,35.0,8.0,1.0,0,0
ALO,Aston Martin,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,1.0,25,9.0,85.74433333333333,85.158,-0.5863333333333287,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,15.0,69.0,3.0,1.0,0,0
ALO,Aston Martin,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,11,5.0,94.35866666666668,84.06966666666666,-10.289000000000016,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,17.0,35.0,8.0,1.0,0,0
LEC,Ferrari,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,28,7.0,83.91733333333333,83.89366666666668,-0.02366666666665651,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,2.0,69.0,2.0,1.0,0,0
LEC,Ferrari,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,35,3.0,82.66966666666666,82.953,0.28333333333334565,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,2.0,34.0,6.0,1.0,0,0
STR,Aston Martin,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,1.0,26,13.0,85.76333333333332,85.17266666666667,-0.5906666666666496,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,19.0,69.0,3.0,1.0,0,0
STR,Aston Martin,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,30,6.0,94.64666666666666,84.009,-10.63766666666666,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,16.0,35.0,7.0,1.0,0,0
TSU,AlphaTauri,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,2.0,22,4.0,82.90833333333335,84.419,1.5106666666666513,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,19.0,60.0,2.0,1.0,0,0
TSU,AlphaTauri,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,3.0,36,8.0,102.883,85.76033333333334,-17.12266666666666,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,8.0,35.0,2.0,1.0,0,0
ALB,Williams,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,1.0,29,7.0,84.84866666666666,85.43633333333332,0.5876666666666637,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,11.0,69.0,2.0,1.0,0,0
ALB,Williams,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,3.0,36,8.0,98.81933333333332,82.88466666666666,-15.934666666666658,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,9.0,35.0,3.0,1.0,0,0
ZHO,Alfa Romeo,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,17,7.0,84.82000000000001,85.39333333333333,0.5733333333333235,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,10.0,69.0,2.0,1.0,0,0
ZHO,Alfa Romeo,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,2.0,9,3.0,83.91933333333333,85.21933333333334,1.3000000000000114,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,18.0,48.0,2.0,1.0,0,0
ZHO,Alfa Romeo,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,36,6.0,99.82633333333332,83.98733333333332,-15.838999999999999,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,15.0,35.0,15.0,1.0,0,0
HUL,Haas F1 Team,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,20,6.0,84.70966666666668,84.86033333333333,0.15066666666665185,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,8.0,69.0,2.0,1.0,0,0
HUL,Haas F1 Team,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,3.0,36,8.0,101.99233333333335,86.60133333333334,-15.391000000000005,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,10.0,35.0,2.0,1.0,0,0
RIC,AlphaTauri,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,24,8.0,84.08666666666666,84.68900000000001,0.6023333333333483,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,4.0,69.0,2.0,1.0,0,0
RIC,AlphaTauri,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,35,5.0,83.12466666666667,83.926,0.8013333333333321,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,6.0,34.0,10.0,1.0,0,0
OCO,Alpine,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,1.0,28,9.0,86.11366666666667,85.901,-0.21266666666667788,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,18.0,69.0,2.0,1.0,0,0
OCO,Alpine,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,2.0,36,8.0,96.46966666666667,83.16333333333334,-13.306333333333328,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,11.0,35.0,2.0,1.0,0,0
NOR,McLaren,Mexico City Grand Prix,Mexico City,2023-10-29,SOFT,True,1.0,7,6.0,85.043,84.98133333333334,-0.061666666666667425,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,16.0,69.0,2.0,1.0,0,0
NOR,McLaren,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,2.0,20,4.0,83.32533333333333,83.75633333333333,0.4309999999999974,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,18.0,58.0,2.0,1.0,0,0
NOR,McLaren,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,4.0,36,10.0,101.947,82.19933333333334,-19.74766666666666,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,14.0,35.0,3.0,1.0,0,0
HAM,Mercedes,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,21,6.0,84.121,84.32766666666667,0.20666666666667766,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,5.0,69.0,2.0,1.0,0,0
HAM,Mercedes,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,True,2.0,7,5.0,83.353,83.33866666666667,-0.014333333333325982,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,6.0,45.0,2.0,1.0,0,0
HAM,Mercedes,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,3.0,35,9.0,82.65933333333334,82.413,-0.2463333333333395,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,3.0,34.0,7.0,1.0,0,0
SAI,Ferrari,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,27,7.0,84.123,84.5,0.37699999999999534,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,3.0,69.0,2.0,1.0,0,0
SAI,Ferrari,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,35,5.0,83.07766666666667,82.80999999999999,-0.2676666666666847,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,4.0,34.0,7.0,1.0,0,0
RUS,Mercedes,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,23,9.0,84.30199999999999,84.35966666666667,0.05766666666667675,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,7.0,69.0,2.0,1.0,0,0
RUS,Mercedes,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,3.0,36,11.0,102.47066666666667,84.09166666666667,-18.379000000000005,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,5.0,35.0,7.0,1.0,0,0
BOT,Alfa Romeo,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,27,8.0,84.86833333333334,86.00633333333333,1.137999999999991,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,12.0,69.0,2.0,1.0,0,0
BOT,Alfa Romeo,Mexico City Grand Prix,Mexico City,2023-10-29,HARD,False,3.0,36,5.0,95.32799999999999,85.649,-9.678999999999988,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,13.0,35.0,5.0,1.0,0,0
PIA,McLaren,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,True,1.0,22,7.0,84.05366666666667,84.68766666666666,0.6339999999999861,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,6.0,69.0,2.0,1.0,0,0
PIA,McLaren,Mexico City Grand Prix,Mexico City,2023-10-29,MEDIUM,False,3.0,36,10.0,105.147,83.18966666666667,-21.957333333333338,25.547368421052628,23.55263157894737,779.5205263157894,0.0,1.4900000000000002,247.68421052631578,7.0,35.0,5.0,1.0,0,0
VER,Red Bull Racing,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,23,4.0,94.654,76.367,-18.286999999999992,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,1.0,67.0,5.0,1.0,0,0
VER,Red Bull Racing,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,27,11.0,75.76633333333334,75.40500000000002,-0.3613333333333202,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,1.0,42.0,2.0,1.0,0,0
VER,Red Bull Racing,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,5.0,14,3.0,74.13266666666665,73.854,-0.27866666666665196,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,2.0,13.0,2.0,1.0,0,0
NOR,McLaren,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,3.0,23,4.0,94.00933333333334,76.36366666666667,-17.64566666666667,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,2.0,67.0,2.0,1.0,0,0
NOR,McLaren,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,30,10.0,75.81466666666667,75.717,-0.09766666666666879,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,2.0,42.0,2.0,1.0,0,0
NOR,McLaren,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,11,8.0,73.221,73.798,0.5769999999999982,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,2.0,10.0,5.0,1.0,0,0
ALO,Aston Martin,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,21,5.0,91.82066666666667,76.82266666666668,-14.99799999999999,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,3.0,67.0,5.0,1.0,0,0
ALO,Aston Martin,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,20,9.0,76.22033333333333,75.82933333333334,-0.39099999999999113,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,3.0,44.0,2.0,1.0,0,0
ALO,Aston Martin,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,5.0,23,11.0,75.585,75.60766666666666,0.022666666666665947,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,5.0,22.0,2.0,1.0,0,0
PER,Red Bull Racing,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,16,7.0,89.67133333333334,77.15366666666667,-12.51766666666667,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,6.0,67.0,5.0,1.0,0,0
PER,Red Bull Racing,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,24,14.0,76.14733333333334,76.33233333333334,0.18500000000000227,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,9.0,49.0,2.0,1.0,0,0
PER,Red Bull Racing,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,24,8.0,75.18033333333334,75.453,0.27266666666666595,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,6.0,23.0,5.0,1.0,0,0
STR,Aston Martin,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,18,5.0,92.19066666666667,77.278,-14.912666666666667,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,7.0,67.0,5.0,1.0,0,0
STR,Aston Martin,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,28,3.0,75.74833333333333,76.19433333333332,0.44599999999998374,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,9.0,47.0,2.0,1.0,0,0
STR,Aston Martin,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,18,12.0,74.76166666666666,74.53433333333334,-0.22733333333331984,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,6.0,17.0,4.0,1.0,0,0
SAI,Ferrari,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,22,5.0,88.677,77.105,-11.572000000000003,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,8.0,67.0,6.0,1.0,0,0
SAI,Ferrari,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,23,6.0,75.66433333333333,76.15133333333334,0.487000000000009,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,8.0,43.0,2.0,1.0,0,0
SAI,Ferrari,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,19,12.0,75.08999999999999,75.06700000000001,-0.022999999999981924,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,7.0,18.0,5.0,1.0,0,0
GAS,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,22,6.0,78.301,77.62133333333334,-0.6796666666666624,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,9.0,67.0,5.0,1.0,0,0
GAS,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,18,9.0,75.74166666666666,76.75966666666666,1.0180000000000007,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,12.0,43.0,2.0,1.0,0,0
GAS,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,5.0,24,3.0,74.731,75.597,0.8659999999999997,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,9.0,23.0,2.0,1.0,0,0
HAM,Mercedes,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,14,6.0,92.93599999999999,77.19633333333333,-15.739666666666665,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,4.0,67.0,5.0,1.0,0,0
HAM,Mercedes,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,26,3.0,76.027,76.91333333333333,0.8863333333333259,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,10.0,51.0,2.0,1.0,0,0
HAM,Mercedes,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,24,12.0,75.84133333333334,75.75599999999999,-0.08533333333335236,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,8.0,23.0,5.0,1.0,0,0
TSU,AlphaTauri,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,3.0,22,6.0,78.77233333333334,77.02633333333334,-1.7459999999999951,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,11.0,67.0,2.0,1.0,0,0
TSU,AlphaTauri,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,27,5.0,75.81599999999999,76.07333333333334,0.2573333333333494,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,13.0,43.0,2.0,1.0,0,0
TSU,AlphaTauri,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,15,8.0,75.25633333333333,75.09133333333334,-0.16499999999999204,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,9.0,14.0,5.0,1.0,0,0
OCO,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,10,6.0,78.77100000000002,77.56366666666666,-1.2073333333333522,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,10.0,67.0,5.0,1.0,0,0
OCO,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,15,3.0,76.307,77.27533333333334,0.9683333333333337,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,14.0,55.0,2.0,1.0,0,0
OCO,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,18,3.0,75.40333333333332,76.87933333333334,1.4760000000000133,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,14.0,38.0,5.0,1.0,0,0
OCO,Alpine,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,6.0,18,3.0,74.512,75.68533333333333,1.173333333333332,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,12.0,18.0,2.0,1.0,0,0
SAR,Williams,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,3.0,13,7.0,79.10333333333334,77.64066666666668,-1.4626666666666637,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,15.0,67.0,2.0,1.0,0,0
SAR,Williams,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,4.0,25,5.0,76.30066666666666,77.19366666666667,0.8930000000000149,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,15.0,52.0,2.0,1.0,0,0
SAR,Williams,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,5.0,25,4.0,75.992,75.985,-0.007000000000005002,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,13.0,25.0,2.0,1.0,0,0
HUL,Haas F1 Team,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,17,6.0,78.628,77.67066666666666,-0.957333333333338,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,12.0,67.0,5.0,1.0,0,0
HUL,Haas F1 Team,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,4.0,23,8.0,77.46300000000001,77.03466666666668,-0.42833333333332746,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,14.0,48.0,5.0,1.0,0,0
HUL,Haas F1 Team,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,5.0,23,11.0,76.80166666666666,75.355,-1.4466666666666583,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,13.0,23.0,5.0,1.0,0,0
RIC,AlphaTauri,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,False,3.0,22,5.0,76.63466666666666,77.27133333333333,0.6366666666666703,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,17.0,67.0,6.0,1.0,0,0
RIC,AlphaTauri,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,True,4.0,27,3.0,75.63066666666667,76.09766666666667,0.46699999999999875,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,15.0,43.0,2.0,1.0,0,0
RIC,AlphaTauri,São Paulo Grand Prix,São Paulo,2023-11-05,SOFT,True,5.0,14,10.0,75.03366666666666,74.069,-0.964666666666659,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,14.0,14.0,2.0,1.0,0,0
PIA,McLaren,São Paulo Grand Prix,São Paulo,2023-11-05,MEDIUM,False,3.0,20,5.0,76.918,77.20700000000001,0.2890000000000015,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,1.3092896174863389,184.1584699453552,16.0,67.0,3.0,1.0,0,0
